51.500647,-0.0786
51.489479,-0.115156
51.516468,-0.079684
51.518587,-0.132053
51.52625,-0.123509
51.533019,-0.139174
51.493686,-0.111014
51.498898,-0.10044
51.534408,-0.109025
51.495061,-0.085814
51.520841,-0.09734
51.53095,-0.078505
51.497924,-0.183834
51.525542,-0.138231
51.514577,-0.158264
51.490435,-0.122806
51.511553,-0.09294
51.513406,-0.076793
51.504723,-0.192538
51.511594,-0.077121
51.515529,-0.19024
51.514105,-0.147301
51.526008,-0.096317
51.498125,-0.132102
51.515631,-0.132328
51.533043,-0.172528
51.510017,-0.157275
51.515809,-0.10527
51.496462,-0.183289
51.524517,-0.158963
51.514233,-0.073537
51.514499,-0.141423
51.49288,-0.114934
51.495827,-0.135478
51.525893,-0.090847
51.515735,-0.09308
51.518913,-0.156166
51.521113,-0.078869
51.52836,-0.104724
51.496544,-0.150905
51.500694,-0.094524
51.517821,-0.096496
51.517008,-0.093885
51.495362,-0.185296
51.511897,-0.137043
51.509506,-0.075459
51.533005,-0.136792
51.523648,-0.074754
51.501364,-0.191462
51.504904,-0.06797
51.52326,-0.104708
51.511961,-0.097441
51.512276,-0.157436
51.494881,-0.117974
51.520962,-0.085634
51.515308,-0.147203
51.493724,-0.198286
51.496886,-0.161203
51.48894,-0.111435
51.500743,-0.202759
51.488365,-0.129361
51.492111,-0.138364
51.484788,-0.110683
51.497056,-0.168917
51.512136,-0.201554
51.49217,-0.101536
51.511933,-0.174411
51.503791,-0.112824
51.495866,-0.191933
51.494436,-0.092921
51.500397,-0.193068
51.490853,-0.19617
51.506633,-0.131773
51.492345,-0.141334
51.517606,-0.121328
51.493184,-0.167894
51.515607,-0.183118
51.517932,-0.183716
51.501855,-0.159237
51.49395,-0.147624
51.524564,-0.116279
51.488852,-0.105593
51.51824,-0.11655
51.488124,-0.120903
51.5338,-0.118677
51.483145,-0.113134
51.495656,-0.114605
51.510101,-0.211358
51.515256,-0.058641
51.52568,-0.055312
51.52388,-0.065076
51.528936,-0.055894
51.493381,-0.007542
51.50623,-0.02296
51.511088,-0.057159
51.515975,-0.053177
51.504719,-0.063531
51.505697,-0.070542
51.508447,-0.055167
51.487679,-0.021582
51.49447,-0.014409
51.538071,-0.144664
51.542138,-0.145393
51.504749,-0.057544
51.535179,-0.03338
51.516196,-0.029138
51.516,-0.038775
51.541603,-0.138853
51.534776,-0.071881
51.51417,-0.052099
51.53558,-0.08249
51.534464,-0.076341
51.523538,-0.030556
51.521564,-0.022694
51.513757,-0.020467
51.530535,-0.025492
51.533283,-0.028155
51.529452,-0.027616
51.496137,-0.019355
51.541515,-0.038557
51.499041,-0.020157
51.489096,-0.009205
51.49109,-0.018716
51.521889,-0.04667
51.527152,-0.058005
51.512871,-0.038986
51.487129,-0.009001
51.495947,-0.173689
51.51328,-0.047784
51.528828,-0.013258
51.531127,-0.048017
51.525645,-0.069543
51.511811,-0.025626
51.506946,-0.058681
51.513074,-0.064094
51.508622,-0.065006
51.522507,-0.041378
51.525501,-0.032267
51.50196,-0.016251
51.528169,-0.018703
51.52512,-0.015578
51.526578,-0.027581
51.527058,-0.025296
51.519265,-0.021345
51.520019,-0.05438
51.522561,-0.054883
51.53341,-0.049591
51.520893,-0.051394
51.496454,-0.009506
51.520398,-0.026768
51.517475,-0.075855
51.528692,-0.059091
51.519362,-0.074431
51.517842,-0.090075
51.509303,-0.025996
51.511066,-0.053558
51.532091,-0.06142
51.514222,-0.055656
51.516204,-0.155525
51.500088,-0.211316
51.5112,-0.014438
51.532513,-0.033085
51.528224,-0.037471
51.518811,-0.011662
51.495898,-0.173009
51.483911,-0.197609
51.540311,-0.02163
51.546326,-0.009935
51.549369,-0.015717
51.546805,-0.014691
51.544909,-0.020542
51.538718,-0.011889
51.541793,-0.00481
51.505461,-0.10454
51.528279,-0.119558
51.461376,-0.147804
51.527068,-0.131861
51.524,-0.126409
51.5293,-0.128279
51.530199,-0.122299
51.497698,-0.137598
51.481121,-0.149035
51.505224,-0.098031
51.47659,-0.118256
51.505409,-0.098341
51.534667,-0.125078
51.520509,-0.200804
51.53724,-0.124807
51.5212,-0.208888
51.464995,-0.130908
51.516277,-0.118272
51.506725,-0.098807
51.505703,-0.027772
51.548731,-0.022606
51.487807,-0.122759
51.471433,-0.12367
51.500089,-0.116628
51.546532,-0.020597
51.481335,-0.138212
51.501513,-0.123823
51.50621,-0.114842
51.492807,-0.091938
51.483507,-0.147714
51.496863,-0.142943
51.479601,-0.111471
51.473874,-0.11258
51.469217,-0.112686
51.469202,-0.119022
51.466232,-0.113179
51.464019,-0.115781
51.460232,-0.115375
51.477966,-0.147857
51.516785,-0.104947
51.541596,-0.125441
51.508033,-0.106823
51.498585,-0.068981
51.500845,-0.074704
51.510981,-0.108322
51.498439,-0.04915
51.497995,-0.063471
51.529163,-0.10997
51.499606,-0.197574
51.521283,-0.084605
51.530059,-0.120973
51.49313,-0.156876
51.518117,-0.144228
51.5343,-0.168074
51.529857,-0.183486
51.507385,-0.09644
51.505974,-0.092754
51.523951,-0.122502
51.52168,-0.130431
51.519914,-0.136039
51.529943,-0.123616
51.517727,-0.127854
51.526357,-0.125979
51.521661,-0.109006
51.51477,-0.122219
51.52505,-0.131161
